case number,CA-LOS ANGELES,CA-LOS GATOS,CA-SAN DIEGO,CA-WALNUT CREEK,DE-WILMINGTON,FL-CLEARWATER,IL-CHICAGO,MA-FRAMINGHAM,MA-SPRINGFIELD,MI-ANN ARBOR,NC-CHARLOTTE,NY-BUFFALO,NY-NEW YORK CITY,OH-COLUMBUS,OH-CLEVELAND HEIGHTS,OH-TOLEDO,PA-PHILADELPHIA,PA-PITTSBURGH,WA-KENT,WI-MADISON,FL-Lauderdale Lakes
7994,0.467056292,0.492614901,0.575250977,0.497850952,0.487420405,0.971908895,0.409880894,0.569728241,0.521950998,0.609040108,0.998763475,0.533197109,0.508448012,0.298065588,0.373836443,0.487420405,0.606897372,1.035007878,0.530143753,0.575551577,NA
7995,0.443560978,0.459998075,0.427941605,0.463297132,0.456702519,0.827694931,0.404677005,0.506372388,0.716372024,0.640152342,0.671655785,0.621095408,0.469904609,0.541897848,0.367675079,0.456702519,0.609891747,0.813174827,0.483148951,0.509690115,NA
7998,0.407597945,0.475080478,0.553244179,0.470660245,0.466266841,1.07406151,0.427940433,0.502162372,0.509193248,0.423478104,1.228822913,0.599747997,0.484001233,0.250297841,0.35019212,0.470660245,0.683010059,1.055126689,0.479527491,0.549406069,NA
8021,0.284299678,0.293173484,0.3380505,0.302244,0.305311187,0.664286582,0.248114047,0.343811685,0.303551108,0.358043311,0.851232745,0.19751101,0.308400191,0.150674191,0.321157229,0.290193688,0.338478086,0.765827988,0.327391153,0.357333209,NA
8025,0.183559086,0.172349339,0.288584611,0.202764884,0.202764884,0.324010178,0.155629124,0.229064901,0.154287732,0.258374575,0.664404174,0.143614094,0.19781373,0.124001098,0.207469376,0.17900337,0.231246355,0.575478767,0.21297306,0.240323142,NA
8045,0.362102942,0.373564877,0.486868826,0.3852535,0.389199536,0.811227417,0.315114362,0.438436563,0.483349793,0.579326147,0.864167265,0.349507372,0.393170274,0.416485877,0.37117355,0.369718897,0.479579384,0.854857866,0.417505532,0.455592053,NA
8046,0.417315101,0.404786724,0.55674865,0.443064755,0.456277981,0.933533276,0.372538286,0.501880223,0.579101116,0.644672998,0.861095765,0.462038851,0.443064755,0.520835284,0.368981912,0.404786724,0.540781079,0.915234666,0.469710843,0.511276695,NA
8050,0.369699168,0.35932482,0.425292809,0.39100265,0.40192668,0.874421875,0.332583439,0.439605033,0.401242137,0.355535139,1.024795194,0.500477183,0.39100265,0.183174386,0.379037547,0.35932482,0.585614539,0.868673505,0.413028399,0.447366557,NA
8052,0.517236382,0.559761721,0.740120046,0.570748027,0.570748027,1.116010872,0.496831494,0.651547227,0.572183393,0.657367401,1.500437741,0.50050373,0.56523723,0.406444139,0.488647892,0.55432158,0.702597499,1.178857709,0.610303908,0.682012799,NA
8057,0.238430575,0.224707015,0.345686559,0.261747311,0.261747311,0.544669032,0.2040756,0.293288725,0.223834253,0.242608908,0.894662785,0.358703185,0.255759684,0.14398703,0.240103562,0.232863556,0.419056923,0.687801119,0.274042254,0.306657895,NA
8065,0.290386906,0.315138683,0.348926138,0.321554651,0.321554651,0.784927501,0.278557882,0.369003125,0.343029412,0.287588419,0.926870118,0.320140918,0.318335276,0.161521783,0.307065672,0.311964884,0.405135382,0.783748693,0.344726431,0.387010401,NA
8067,1.292568456,1.328759065,1.780245937,1.365489278,1.377849704,2.452155427,1.142335775,1.53045206,1.301982203,1.79871049,2.904672616,0.96772709,1.390267558,0.887824423,1.152405587,1.316634772,1.578731836,2.565589106,1.46594208,1.582936736,NA
8068,0.822429548,0.784046165,1.16523282,0.886273434,0.886273434,1.653064852,0.725115821,0.970147795,0.75760652,0.934212535,2.259052135,0.844328773,0.870035939,0.444158161,0.641634129,0.806934336,1.20366378,1.71054982,0.919291511,1.004913454,NA
8070,0.796537271,0.755282477,1.238406802,0.865892463,0.865892463,1.511495968,0.692602528,0.958371788,0.710302315,0.959903896,2.203264572,0.817434275,0.848167098,0.488650933,0.6027112,0.779842542,1.148419614,1.711977786,0.90211522,0.997148423,NA
8074,0.359365845,0.355739782,0.430546566,0.400237347,0.419324166,0.801705527,0.341403609,0.442546167,0.513643799,0.644834304,0.570846324,0.594860814,0.400237347,0.551965764,0.347695286,0.377731105,0.556362655,0.754579343,0.407839233,0.462096108,NA
8081,0.358578352,0.370880265,0.404688387,0.392808585,0.408746488,0.709624039,0.352495336,0.431378508,0.456066952,0.384666739,0.776825205,0.588284821,0.395979122,0.287847665,0.353204051,0.386494778,0.578930738,0.792639202,0.392808585,0.447727405,NA
8082,0.322336355,0.335160627,0.438477863,0.358190696,0.375058551,0.591289212,0.316021671,0.399184075,0.359835419,0.368053852,0.68973984,0.581381238,0.361537833,0.312151471,0.324311153,0.351537982,0.53726484,0.751534156,0.358190696,0.416728933,NA
8090,0.223378657,0.23036322,0.246589682,0.237499387,0.239911661,0.489747757,0.194873072,0.270148099,0.290320335,0.213452736,0.720844141,0.401171566,0.242340648,0.169114525,0.181165874,0.228018153,0.385651409,0.625390709,0.257262978,0.280744067,NA
8095,0.12039746,0.129009636,0.132998002,0.130793812,0.127246235,0.345354669,0.101734551,0.155940861,0.233474731,0.076287809,0.33535641,0.270623101,0.134425061,0.086987891,0.078470861,0.127246235,0.182157523,0.449332839,0.141943023,0.158029914,NA
8098,0.350812431,0.37225631,0.339454155,0.375363511,0.37225631,0.715411164,0.327026436,0.40376412,0.628202711,0.541374415,0.642824355,0.523028247,0.375363511,0.466032899,0.290877039,0.362998695,0.504571467,0.739467585,0.381608584,0.413386696,NA
8101,0.433169305,0.429912934,0.478354994,0.469310175,0.485868287,0.81057868,0.416950663,0.505775837,0.5208189,0.465488686,0.809106099,0.65541741,0.469310175,0.333763655,0.411262434,0.449532417,0.652714667,0.83847649,0.475927362,0.522354158,NA
8103,0.289745809,0.3049218,0.383775125,0.308010049,0.301851009,0.480153305,0.255217015,0.349656534,0.312649439,0.323406684,0.617647546,0.429761609,0.314238194,0.291016326,0.230187595,0.301851009,0.39752226,0.681330964,0.326895697,0.35296778,NA
8108,0.161329293,0.170512608,0.137846588,0.17239833,0.168643308,0.413759853,0.140920793,0.198426592,0.293232471,0.11864127,0.468783503,0.238188744,0.17621924,0.138182729,0.107257583,0.168643308,0.202531112,0.534805037,0.184060154,0.200546383,NA
8116,0.481790535,0.513427322,0.557293986,0.521465472,0.521465472,1.043729345,0.466301475,0.579015595,0.721341795,0.600860208,1.010012141,0.644742436,0.517440219,0.502685946,0.452312271,0.509426964,0.678706501,0.949700508,0.549973081,0.600054107,NA
8118,0.286428417,0.312612901,0.347939417,0.319449214,0.319449214,0.847707227,0.274019571,0.370644024,0.419302285,0.293956292,1.028458386,0.306757156,0.316016383,0.188564456,0.302399309,0.309238661,0.409988262,0.827867827,0.344309189,0.390372238,NA
8122,0.703758352,0.743737191,1.141715057,0.751916827,0.735618707,1.149916789,0.614094052,0.86374225,0.554118554,0.923582711,1.805507209,0.555876765,0.768459041,0.50928503,0.589145213,0.735618707,0.816764028,1.522545015,0.802270923,0.872758937,NA
8125,0.376088657,0.401315145,0.416499531,0.407710164,0.407710164,0.729136082,0.363713863,0.453237505,0.471504798,0.395082594,0.744645619,0.501525128,0.404508601,0.321746285,0.3225629,0.398130044,0.498995231,0.781166588,0.430326566,0.469730479,NA
8127,0.298667951,0.314405179,0.342286599,0.317623147,0.311210725,0.855788213,0.263285756,0.361591677,0.36325162,0.29706424,0.951643348,0.347941585,0.324129619,0.162838482,0.273826233,0.311210725,0.416256815,0.792303791,0.33742448,0.365137259,NA
8128,0.216824577,0.236573161,0.27792519,0.241723168,0.241723168,0.537428079,0.207453847,0.280201092,0.234159162,0.183448682,0.889105813,0.306006792,0.239137434,0.101798525,0.258343533,0.234030293,0.372046516,0.652221456,0.260428217,0.294982938,NA
8129,0.335799213,0.353624909,0.436842904,0.357241368,0.350025123,0.625186624,0.294942689,0.405609628,0.422034914,0.501966554,0.687498134,0.561825026,0.36452295,0.555811309,0.268647858,0.350025123,0.507285914,0.696077986,0.379270871,0.40942098,NA
8130,0.147074943,0.156424029,0.161272921,0.158350926,0.154516275,0.254492185,0.126519522,0.185176847,0.277560267,0.110548942,0.350112968,0.241598741,0.162262478,0.147391056,0.097653283,0.154516275,0.18223867,0.50720731,0.170318786,0.187379259,NA
8131,0.174898401,0.172722332,0.242648844,0.200387732,0.212943615,0.309222746,0.164245964,0.228838365,0.202118197,0.316092944,0.443273441,0.140050497,0.200387732,0.125570855,0.238420094,0.186127609,0.219096697,0.604479863,0.205335793,0.242787755,NA
8137,0.460688384,0.499114943,0.663951946,0.509059764,0.509059764,0.951903784,0.442287166,0.582431406,0.453016532,0.51193745,1.387357449,0.425956746,0.50407047,0.277440551,0.427080645,0.494193207,0.598773333,1.085198151,0.544927318,0.610207911,NA
8140,0.358589796,0.347772063,0.461724037,0.380653207,0.391879207,0.651752205,0.319704213,0.430070356,0.431192674,0.560745639,0.70046196,0.571019239,0.380653207,0.584323144,0.298687461,0.347772063,0.540237269,0.717606284,0.403220737,0.437825234,NA
8142,0.30561005,0.321214148,0.361788103,0.324399022,0.318050579,0.697629882,0.270351448,0.367717954,0.325072158,0.318976538,0.88799111,0.2903426,0.330832518,0.150440308,0.331965973,0.318050579,0.412553248,0.784759542,0.343953145,0.371195279,NA
8155,0.723252776,0.784465891,1.116661058,0.800283429,0.800283429,1.354592038,0.693895803,0.916580143,0.653453328,0.856085292,1.966993106,0.635714379,0.792349201,0.480634195,0.6491846,0.776633686,0.906025739,1.589754965,0.857230898,0.960385153,NA
8159,0.166060538,0.181292763,0.146927343,0.185266673,0.185266673,0.500540577,0.158837135,0.214970032,0.308882102,0.119813797,0.484737333,0.249454359,0.183271364,0.144996806,0.118693976,0.179330833,0.208170747,0.549971763,0.199704234,0.226382529,NA
8160,0.128180024,0.144202178,0.148421336,0.148459423,0.148459423,0.293505247,0.120753719,0.181211789,0.255897578,0.094989907,0.337143407,0.248627017,0.146317972,0.138347511,0.091261803,0.142111887,0.154026743,0.475266345,0.164180364,0.194199045,NA
8164,0.450619148,0.46293457,0.45793016,0.475445777,0.479659242,0.991178758,0.39957084,0.531857069,0.657473274,0.623045635,0.666653063,0.42063798,0.483894073,0.313435825,0.405781183,0.458807551,0.493106324,0.970610092,0.509745919,0.549907422,NA
8165,0.284858829,0.301105149,0.344032573,0.304443157,0.297796903,0.707314818,0.248798174,0.350603395,0.342873094,0.282126629,0.945071183,0.288622853,0.311208988,0.145254953,0.286505515,0.297796903,0.392031646,0.813329716,0.325103505,0.354371138,NA
